PETALUMA		SONOMA						
122.617	38.267							
MO	DA	YEAR	TMAX	TMIN	SOL	PRCP	RH	WIND
2	7	2004	14.4	1.1	154	0	74.45	2
2	8	2004	16.7	-1.1	158	0	65.3	1
2	9	2004	19.4	-1.1	168	0	57.9	2
2	10	2004	16.7	1.1	170	0	61.15	2
2	11	2004	16.7	-2.2	167	0	68.1	1
2	12	2004	17.2	-1.7	158	0	69.6	2
2	13	2004	12.8	1.1	36	1.015	72.45	2
2	14	2004	15.6	3.9	116	0	74.7	1
2	15	2004	15	5	69	0.254	80.85	1
2	16	2004	14.4	9.4	11	46.7	90.45	4
2	17	2004	15.6	12.2	25	14.72	84.1	4
2	18	2004	16.7	5.6	168	4.569	74.15	2
2	19	2004	13.9	0.6	120	0	73.8	1
2	20	2004	11.7	5	48	1.269	84.35	1
2	21	2004	11.1	5.6	53	0.508	82	1
2	22	2004	13.3	2.2	74	4.315	79.35	1
2	23	2004	15	2.2	151	0	80.4	2
2	24	2004	15.6	8.9	120	2.284	73.25	2
2	25	2004	16.1	10.6	132	31.47	75.45	5
2	26	2004	13.3	3.3	122	6.345	78.9	3
2	27	2004	14.4	3.9	174	0.508	75.3	2
2	28	2004	15.6	1.1	174	0	73.35	2
2	29	2004	13.9	0	137	0.508	77.45	1
3	1	2004	13.9	5	116	3.046	82.6	3
3	2	2004	20.6	2.2	209	0	59.9	2
3	3	2004	16.1	2.2	125	0	64.5	2
3	4	2004	17.8	5	202	0	70.55	3
3	5	2004	17.2	4.4	155	0	74.7	2
3	6	2004	20	5.6	192	0	76.05	2
3	7	2004	24.4	3.9	211	0	69.95	1
3	8	2004	25.6	3.9	214	0	69.7	2
3	9	2004	26.7	6.7	214	0	68.95	1
3	10	2004	27.8	6.1	227	2.031	58.8	2
3	11	2004	25.6	3.9	222	0	61.95	1
3	12	2004	23.3	3.3	222	0	69.35	1
3	13	2004	26.7	3.3	225	0	69.55	1
3	14	2004	26.1	4.4	224	2.284	69.6	1
3	15	2004	29.4	5	230	1.015	59.15	2
3	16	2004	30.6	7.8	231	3.3	55.9	1
3	17	2004	28.3	5.6	231	0	61.95	1
3	18	2004	27.8	3.9	228	0	64.25	1
3	19	2004	21.7	3.9	237	0	68.55	2
3	20	2004	26.7	1.1	225	1.269	63.9	2
3	21	2004	18.3	8.9	176	0	82.75	2
3	22	2004	19.4	7.8	199	0	79.15	2
3	23	2004	18.9	7.2	233	0	72.85	3
3	24	2004	18.3	7.2	224	1.777	79.15	2
3	25	2004	12.8	2.8	52	10.91	82.2	2
3	26	2004	14.4	2.2	137	0.761	76.2	2
3	27	2004	18.9	5	220	0.508	75.7	2
3	28	2004	23.9	3.3	243	0	70.3	1
3	29	2004	23.9	5.6	231	0	75	2
3	30	2004	17.2	5	166	0	75.35	3
3	31	2004	16.7	5	261	0	69.55	3
4	1	2004	22.2	3.3	271	0	50.25	3
4	2	2004	22.8	5.6	270	2.792	51	2
4	3	2004	20	2.8	264	0.254	68.1	2
4	4	2004	13.3	7.2	121	0.254	80.85	2
4	5	2004	15.6	3.3	171	0	75.25	2
4	6	2004	17.2	0.6	261	0	75.75	2
4	7	2004	21.7	3.3	268	0	71.3	2
4	8	2004	21.1	3.9	269	1.777	75.25	1
4	9	2004	23.3	3.9	239	0	75.95	1
4	10	2004	25	5.6	275	1.523	72.7	2
4	11	2004	16.7	7.2	188	0	84.25	2
4	12	2004	17.8	5	246	2.284	79.9	2
4	13	2004	16.7	3.9	253	0	76.9	3
4	14	2004	16.7	7.8	154	0.508	74.15	2
4	15	2004	15	2.2	239	0	72.75	2
4	16	2004	15.6	0.6	241	0	74.55	2
4	17	2004	15.6	0	296	1.777	73.7	2
4	18	2004	11.7	1.1	99	7.614	86.1	1
4	19	2004	15.6	7.8	107	1.015	77.1	3
4	20	2004	17.2	10	219	0.508	78	2
4	21	2004	16.7	5.6	273	1.523	75.75	3
4	22	2004	24.4	5	315	0	56.35	2
4	23	2004	26.1	3.9	303	0.254	62.25	1
4	24	2004	27.8	3.9	303	2.031	65.7	1
4	25	2004	30.6	5	300	0	58.85	1
4	26	2004	33.3	6.1	305	0	60	1
4	27	2004	29.4	9.4	313	0.508	62	2
4	28	2004	22.8	7.8	307	2.031	68.8	2
4	29	2004	26.1	8.9	315	0.508	55.85	2
4	30	2004	21.1	8.9	290	0	74.7	2
5	1	2004	25.6	8.3	290	0	65.5	2
5	2	2004	30.6	4.4	319	0	62.45	1
5	3	2004	28.3	7.8	318	0	70.15	2
5	4	2004	21.7	7.2	325	0	74.45	2
5	5	2004	17.2	4.4	318	0	76.75	2
5	6	2004	21.1	5	274	0	68.95	2
5	7	2004	20.6	8.9	171	0	77.7	2
5	8	2004	18.3	7.2	304	0	75.85	2
5	9	2004	21.1	6.1	326	0	67.8	3
5	10	2004	19.4	7.2	326	0	65.6	4
5	11	2004	18.3	5.6	330	0	67.6	3
5	12	2004	23.3	6.1	332	0	64.15	2
5	13	2004	23.3	1.7	330	0	70.85	1
5	14	2004	21.1	4.4	312	0	71.8	2
5	15	2004	23.3	5.6	308	0	70.15	2
5	16	2004	22.8	6.7	325	0	67.9	2
5	17	2004	17.8	3.9	330	0	76.85	4
5	18	2004	19.4	6.7	326	0	74.7	2
5	19	2004	21.1	3.3	331	0.508	72.9	2
5	20	2004	18.3	5	309	0	78.8	2
5	21	2004	17.8	6.1	321	0	79.2	3
5	22	2004	16.7	4.4	259	0	77.85	3
5	23	2004	21.1	6.1	333	0	70.9	2
5	24	2004	21.7	3.9	326	0	73.95	2
5	25	2004	21.1	11.1	286	0	75.25	2
5	26	2004	21.7	11.1	266	0	79.45	2
5	27	2004	18.9	8.9	247	0	83.1	2
5	28	2004	19.4	8.9	289	0	73.55	3
5	29	2004	22.8	6.1	348	0	64.8	2
5	30	2004	27.8	4.4	346	0	65.6	1
5	31	2004	28.9	5.6	330	0	63.2	1
6	1	2004	26.7	6.1	345	0.508	63.6	2
6	2	2004	26.7	7.2	349	2.792	66.1	2
6	3	2004	22.8	8.3	321	0	73.9	2
6	4	2004	20.6	6.1	325	2.538	74.35	2
6	5	2004	24.4	6.1	341	0	72.65	3
6	6	2004	22.8	9.4	345	1.777	67.3	3
6	7	2004	23.9	7.2	358	1.269	-1	4
6	8	2004	20	6.1	324	1.015	68.15	3
6	9	2004	21.7	5	341	1.523	71.3	2
6	10	2004	23.3	5.6	340	0	74.5	2
6	11	2004	23.3	3.3	339	0.508	70.25	1
6	12	2004	24.4	5	342	2.792	65.45	2
6	13	2004	26.1	7.8	340	0.254	64.25	2
6	14	2004	30	9.4	335	1.777	59.15	1
6	15	2004	33.3	6.7	354	0	58.1	1
6	16	2004	30	8.9	344	0	62.7	1
6	17	2004	18.9	12.8	196	0	76.25	2
6	18	2004	21.1	13.3	293	0	73.3	2
6	19	2004	18.9	10.6	236	0	80.6	3
6	20	2004	19.4	8.9	308	0	79	2
6	21	2004	24.4	7.8	336	0	72.5	1
6	22	2004	22.2	5.6	343	0	76.9	1
6	23	2004	21.7	6.1	312	0	76.9	2
6	24	2004	21.7	7.8	335	0	76.55	2
6	25	2004	25.6	7.2	349	0	66.3	2
6	26	2004	25.6	10	350	0	70.95	3
6	27	2004	28.9	6.7	349	0	67.75	1
6	28	2004	24.4	6.1	343	0	75.6	2
6	29	2004	21.7	12.2	240	0	75.25	2
6	30	2004	22.2	11.7	248	0	74.5	-1
7	1	2004	24.4	7.8	285	0	76.3	1
7	2	2004	26.7	5.6	329	0	72.2	1
7	3	2004	27.8	7.8	323	0	72.9	1
7	4	2004	25.6	9.4	325	0	76.7	2
7	5	2004	26.7	8.3	320	0	75.15	2
7	6	2004	22.8	11.1	290	0	79.3	2
7	7	2004	21.7	11.1	260	0	80.55	2
7	8	2004	20.6	12.8	292	0	76.4	2
7	9	2004	17.8	10.6	108	0	84.35	2
7	10	2004	22.8	9.4	286	0	75.55	1
7	11	2004	29.4	5	342	0	68.4	1
7	12	2004	23.3	6.1	324	0	79.25	1
7	13	2004	21.7	7.8	303	0	82.8	1
7	14	2004	22.2	6.1	278	0	-1	2
7	15	2004	26.1	5	339	0	74.4	2
7	16	2004	24.4	8.9	325	0	80.45	2
7	17	2004	23.9	8.3	284	0	78.9	2
7	18	2004	26.7	12.2	323	0	78.4	2
7	19	2004	25	10.6	324	0	77.85	2
7	20	2004	27.2	8.3	338	0	75.85	1
7	21	2004	28.9	7.2	323	0	76.15	1
7	22	2004	23.9	9.4	308	0	79.4	2
7	23	2004	21.1	7.8	260	0	83.9	2
7	24	2004	21.7	10.6	220	0	85	2
7	25	2004	24.4	8.9	278	0	82.6	2
7	26	2004	23.3	5	303	0	82.65	2
7	27	2004	24.4	6.7	278	0	82.35	2
7	28	2004	23.3	10	281	0	80.5	2
7	29	2004	22.8	10.6	251	0	83.9	2
7	30	2004	22.2	8.3	249	0	85.2	2
7	31	2004	21.7	8.9	233	0	86.55	2
8	1	2004	22.2	9.4	227	0	85.65	2
8	2	2004	16.7	8.3	101	0	91.25	2
8	3	2004	23.3	4.4	265	0	82.85	1
8	4	2004	23.9	7.8	299	0	82.25	2
8	5	2004	23.3	9.4	297	0	79.1	2
8	6	2004	23.9	8.9	312	0	80.65	2
8	7	2004	29.4	5.6	315	0	76.45	1
8	8	2004	27.8	7.8	316	0	77.35	2
8	9	2004	20.6	8.9	248	0	85.05	2
8	10	2004	25.6	6.7	281	0	79.8	2
8	11	2004	27.8	5	274	0	75.05	2
8	12	2004	21.7	5.6	275	0	82.45	2
8	13	2004	24.4	9.4	285	0	77.3	2
8	14	2004	18.3	8.3	187	0	85.65	2
8	15	2004	22.2	7.2	280	0	78.85	2
8	16	2004	25.6	5.6	302	0	74.9	1
8	17	2004	27.8	7.8	291	0	73.8	1
8	18	2004	30.6	6.7	294	0	71.7	1
8	19	2004	24.4	6.7	242	0	77.85	1
8	20	2004	26.1	10	261	0	73.75	2
8	21	2004	21.7	11.7	232	0	74.95	2
8	22	2004	22.8	12.2	204	0	78.75	2
8	23	2004	22.2	8.3	260	0	76.8	2
8	24	2004	16.7	6.7	264	0	85	2
8	25	2004	21.1	5.6	268	0	83.45	2
8	26	2004	25.6	5	287	0	69.85	2
8	27	2004	33.3	11.1	288	0	55.35	2
8	28	2004	35.6	8.9	285	0	51.7	1
8	29	2004	26.1	8.3	264	0	71.15	2
8	30	2004	23.9	11.1	271	0	73.5	2
8	31	2004	23.9	10.6	251	0	72.2	2
9	1	2004	21.1	7.2	267	0	78.75	2
9	2	2004	26.1	2.2	272	0	66.4	2
9	3	2004	30.6	11.7	278	0	39.65	3
9	4	2004	35	12.2	267	0	41.85	2
9	5	2004	35.6	9.4	251	0	53	1
9	6	2004	35.6	9.4	260	0	51.3	1
9	7	2004	36.7	8.3	256	0	50	1
9	8	2004	35.6	6.7	255	0	55.3	1
9	9	2004	31.1	8.3	252	0	58.4	1
9	10	2004	27.8	4.4	251	0	61.65	1
9	11	2004	29.4	5.6	240	0	64.95	1
9	12	2004	21.7	9.4	235	0	70.4	2
9	13	2004	23.3	7.8	239	0	70.45	2
9	14	2004	30	7.8	240	0	57.65	1
9	15	2004	31.7	8.3	233	0	55.25	2
9	16	2004	28.9	11.7	236	0	56.2	2
9	17	2004	25.6	10	227	0	67.45	2
9	18	2004	19.4	8.3	185	0	64.25	3
9	19	2004	17.2	5.6	182	0	72.85	2
9	20	2004	21.7	1.7	220	0	67.05	1
9	21	2004	27.2	6.1	232	0	53.55	1
9	22	2004	26.7	11.1	171	0	57.3	2
9	23	2004	31.1	4.4	225	1.015	54	1
9	24	2004	31.7	6.1	223	0	56.7	1
9	25	2004	24.4	4.4	213	0.761	64.7	1
9	26	2004	28.3	0.6	222	1.269	58.25	1
9	27	2004	21.1	1.1	211	1.269	72.75	2
9	28	2004	16.7	5.6	155	0.761	79.65	2
9	29	2004	17.8	7.8	146	1.015	79.95	1
9	30	2004	18.3	5	153	0	78.65	2
10	1	2004	18.9	5.6	164	0	77.4	1
10	2	2004	19.4	4.4	182	0.508	77.95	2
10	3	2004	12.8	2.2	177	0	79.85	2
10	4	2004	12.8	2.2	126	0	83.9	2
10	5	2004	17.2	2.2	157	3.553	77	1
10	6	2004	25	-0.6	196	0.254	71.25	1
10	7	2004	21.1	4.4	198	0	77.2	2
10	8	2004	19.4	1.1	192	1.269	81.85	2
10	9	2004	21.7	2.8	199	0.254	65.2	2
10	10	2004	27.8	5.6	201	0	52.7	2
10	11	2004	30	10.6	193	1.777	-1	3
10	12	2004	33.3	8.9	180	0	36.85	1
10	13	2004	33.3	12.2	225	0.508	41.8	1
10	14	2004	31.1	7.8	151	1.777	47.9	1
10	15	2004	26.1	6.7	145	0	64.2	1
10	16	2004	15.6	10	35	4.315	81.75	1
10	17	2004	12.8	3.3	66	19.79	83.2	2
10	18	2004	11.1	1.7	117	0.254	78.7	1
10	19	2004	12.8	4.4	82	34.01	87.5	3
10	20	2004	12.8	-0.6	110	7.107	76.35	1
10	21	2004	12.8	-0.6	171	0	79.1	1
10	22	2004	15.6	-1.1	114	0	79.95	1
10	23	2004	7.8	2.2	25	1.777	95	-1
10	24	2004	9.4	1.1	154	0	81.5	-1
10	25	2004	10.6	-3.9	147	28.17	78.5	-1
10	26	2004	11.7	0.6	137	7.868	77.25	1
10	27	2004	12.8	0.6	179	0	80.8	1
10	28	2004	15	-2.8	139	0	79.65	1
10	29	2004	17.8	3.3	147	0	76	1
10	30	2004	17.2	2.2	137	0	85.65	2
10	31	2004	18.9	1.7	164	0	69	1
11	1	2004	20.6	0.6	162	0	65	-1
11	2	2004	19.4	0	151	1.015	74.5	-1
11	3	2004	14.4	5.6	79	3.3	78.5	-1
11	4	2004	13.9	2.2	76	0	76	-1
11	5	2004	18.3	-1.7	147	0	71.25	1
11	6	2004	16.7	0	139	0.254	84.85	1
11	7	2004	12.8	3.3	93	0	87.65	1
11	8	2004	13.3	6.7	32	0	-1	-1
11	9	2004	16.1	10	52	5.076	-1	-1
11	10	2004	13.9	10.6	33	8.376	-1	-1
11	11	2004	16.1	10.6	62	13.19	-1	-1
11	12	2004	19.4	4.4	119	0.508	-1	-1
11	13	2004	18.9	1.7	136	0	80.5	-1
11	14	2004	10.6	-0.6	99	0	89.5	-1
11	15	2004	10.6	-1.1	96	0	90	-1
11	16	2004	8.3	-1.1	65	0	91	-1
11	17	2004	10	-1.1	117	0.254	86	-1
11	18	2004	3.9	-1.1	55	0	98	-1
11	19	2004	7.2	-4.4	106	0	85	-1
11	20	2004	20.6	-7.2	137	0	61	-1
11	21	2004	16.7	1.7	137	0	41.65	3
11	22	2004	19.4	-2.2	120	0	66.25	1
11	23	2004	15	-3.9	99	0	79.5	-1
11	24	2004	16.1	-3.3	108	0	75	-1
11	25	2004	10.6	2.2	38	0	88.05	1
11	26	2004	7.8	2.2	33	0	91.7	1
11	27	2004	13.3	1.1	118	10.15	77.9	2
11	28	2004	15	-1.1	127	0	58.35	2
11	29	2004	12.2	-3.9	111	0	65.75	1
11	30	2004	12.8	-5	106	0	73.7	1
12	1	2004	12.8	-3.9	111	0	77	1
12	2	2004	15.6	-4.4	120	0	62	-1
12	3	2004	16.1	-4.4	122	0	65.3	1
12	4	2004	10	-4.4	87	0	82.15	1
12	5	2004	13.3	-4.4	105	0	72	1
12	6	2004	10.6	-4.4	39	13.95	84.15	3
12	7	2004	13.3	1.1	81	15.99	84.05	2
12	8	2004	9.4	5	29	29.94	94.5	-1
12	9	2004	13.3	3.9	61	1.523	88	-1
12	10	2004	8.9	-0.6	56	0.254	93	-1
12	11	2004	6.7	0	44	0	94.5	-1
12	12	2004	10	1.7	46	0	88.9	2
12	13	2004	13.9	5	52	0	89.85	2
12	14	2004	11.1	5	28	0	92.3	1
12	15	2004	13.3	-1.7	82	0	86.7	1
12	16	2004	11.7	-3.3	104	0	90.15	1
12	17	2004	13.9	-5	97	0.254	84.55	1
12	18	2004	12.8	-4.4	100	0	86.15	1
12	19	2004	9.4	-2.8	72	0	91	-1
12	20	2004	1.7	-2.8	34	0.254	99.5	-1
12	21	2004	13.3	-2.2	108	0	74	-1
12	22	2004	13.9	-1.1	109	0	68	-1
12	23	2004	19.4	-1.7	114	0	62.5	-1
12	24	2004	12.2	-1.1	110	0	82	1
12	25	2004	7.8	-3.9	79	0	87.8	2
12	26	2004	9.4	2.8	21	27.41	89.9	4
12	27	2004	5.6	-0.6	11	75.63	93.95	2
12	28	2004	10.6	6.7	34	6.091	-1	-1
12	29	2004	12.8	7.2	81	13.7	-1	-1
12	30	2004	13.9	3.3	64	11.16	-1	-1
12	31	2004	6.1	-1.7	51	10.91	-1	1
1	1	2005	5.6	-2.8	51	12.94	91.6	1
1	2	2005	5.6	0.6	37	15.22	91.7	2
1	3	2005	9.4	2.2	64	5.33	86.2	2
1	4	2005	6.7	-1.1	47	1.015	-1	-1
1	5	2005	7.2	-2.2	39	2.031	92.5	-1
1	6	2005	7.2	-1.1	122	0	89.6	2
1	7	2005	8.9	4.4	41	20.81	90.7	4
1	8	2005	11.7	1.1	75	2.284	84.75	2
1	9	2005	12.8	-1.7	95	0.508	86.1	1
1	10	2005	9.4	-3.9	67	13.19	92.6	2
1	11	2005	13.3	0	119	6.091	80.45	2
1	12	2005	12.2	-4.4	125	0	84.3	1
1	13	2005	5	-4.4	42	0	94.5	-1
1	14	2005	7.8	-1.7	100	0	90.5	-1
1	15	2005	7.2	-1.7	70	0	91.5	-1
1	16	2005	13.9	1.7	96	0	85	-1
1	17	2005	5	-0.6	54	0	96.85	2
1	18	2005	6.7	-0.6	58	0	93.25	3
1	19	2005	8.9	0.6	99	0	92.7	4
1	20	2005	7.2	0.6	73	0	94.3	3
1	21	2005	3.9	-1.7	50	0	96	-1
1	22	2005	3.3	-1.7	73	0	94.5	-1
1	23	2005	7.2	-1.7	104	0	91.5	-1
1	24	2005	5.6	0	62	0	94	-1
1	25	2005	6.7	-1.7	50	2.792	95.5	-1
1	26	2005	11.1	3.3	101	4.315	89	-1
1	27	2005	11.7	4.4	47	10.4	89.45	3
1	28	2005	13.3	1.7	107	1.523	85.55	2
1	29	2005	13.3	-2.8	142	0.254	79.95	2
1	30	2005	16.1	-2.8	140	0	79.1	1
1	31	2005	17.2	-3.9	139	0	80	1
2	1	2005	20	-0.6	152	0	72.95	1
2	2	2005	18.9	1.7	151	0	62.5	2
2	3	2005	17.8	-2.8	150	0	78.25	1
2	4	2005	14.4	-3.9	101	0	85	-1
2	5	2005	12.8	-1.1	127	0	83	-1
2	6	2005	14.4	0	151	0	73	-1
2	7	2005	11.7	0.6	103	1.269	78.35	1
2	8	2005	11.7	1.1	76	0	77.25	1
2	9	2005	15.6	-2.2	130	0	78.85	1
2	10	2005	16.7	-3.3	161	0	75.4	1
2	11	2005	14.4	-2.8	128	0.254	74.35	1
2	12	2005	16.7	-1.7	158	1.015	81.25	1
2	13	2005	9.4	1.1	42	0.761	88.4	1
2	14	2005	8.9	3.9	37	3.807	89.5	-1
2	15	2005	13.3	6.7	80	13.45	86.5	-1
2	16	2005	14.4	6.1	92	0.254	85.5	-1
2	17	2005	13.9	2.2	57	2.284	85.5	-1
2	18	2005	14.4	5.6	83	17.51	85.5	-1
2	19	2005	11.7	3.9	64	10.4	88	-1
2	20	2005	11.7	3.9	65	12.18	86.05	3
2	21	2005	17.8	6.1	134	14.97	80.45	5
2	22	2005	16.7	1.1	187	0.254	80.75	1
2	23	2005	12.2	1.1	104	0	89.3	2
2	24	2005	11.7	6.7	68	0	87.05	2
2	25	2005	12.2	5.6	44	0	87.55	1
2	26	2005	13.3	5	88	1.015	82.15	2
2	27	2005	12.2	2.2	33	26.9	87.85	3
2	28	2005	14.4	0.6	167	0	80.5	-1
3	1	2005	10.6	-1.1	124	7.614	78	-1
3	2	2005	14.4	0.6	145	0	83.5	-1
3	3	2005	12.2	-1.7	132	3.807	84.5	-1
3	4	2005	13.9	3.3	91	6.091	82.75	2
3	5	2005	18.3	-2.2	204	0	82.6	1
3	6	2005	19.4	-1.7	210	0	80.8	1
3	7	2005	15	1.1	161	0	86.8	1
3	8	2005	14.4	0	194	0	84.5	-1
3	9	2005	15.6	-0.6	204	0.254	82.5	-1
3	10	2005	24.4	2.2	220	0	71.5	-1
3	11	2005	26.1	5	221	0	72.5	-1
3	12	2005	12.8	6.1	67	0	91	-1
3	13	2005	15.6	6.7	195	0	82.5	-1
3	14	2005	22.8	1.7	236	0.508	57.15	3
3	15	2005	23.3	1.1	230	1.523	60.2	1
3	16	2005	16.7	2.2	189	0.254	81	2
3	17	2005	15	2.2	119	0	71.25	1
3	18	2005	12.2	6.7	69	9.137	87.5	-1
3	19	2005	13.3	5.6	141	12.18	80.5	-1
3	20	2005	16.1	5.6	168	3.553	77.5	3
3	21	2005	13.9	5.6	88	11.42	80.5	3
3	22	2005	11.1	6.7	77	7.868	87.4	3
3	23	2005	12.8	3.9	190	4.822	77.55	4
3	24	2005	13.9	-0.6	243	1.777	-1	-1
3	25	2005	15.6	-1.1	232	1.523	-1	-1
3	26	2005	16.7	-1.1	193	1.015	77	-1
3	27	2005	14.4	1.7	106	0.761	80.5	-1
3	28	2005	13.3	1.1	206	1.269	76.5	2
3	29	2005	14.4	5	170	1.015	76	2
3	30	2005	17.8	0.6	258	0.761	67.9	1
3	31	2005	19.4	3.3	251	0	71.55	1
4	1	2005	18.9	0	247	0	68	-1
4	2	2005	13.9	0.6	259	0	79	-1
4	3	2005	13.3	2.2	88	11.42	77.6	2
4	4	2005	15.6	-1.1	228	0	71.9	1
4	5	2005	18.9	-2.2	264	0	69.3	1
4	6	2005	18.9	-1.1	252	0	73.95	1
4	7	2005	13.9	3.9	222	1.777	75	-1
4	8	2005	13.9	4.4	159	11.16	77.5	-1
4	9	2005	16.7	0.6	273	0	78	-1
4	10	2005	18.3	1.7	267	0	71.75	2
4	11	2005	15.6	1.7	272	0	78.7	2
4	12	2005	14.4	-0.6	278	0	74.65	3
4	13	2005	13.9	-1.7	278	0	71.9	2
4	14	2005	17.2	5.6	278	0	60.5	-1
4	15	2005	20.6	2.2	293	0	65.5	-1
4	16	2005	17.8	1.1	289	0	79.5	2
4	17	2005	16.7	5	296	0.761	71.25	3
4	18	2005	17.8	1.7	303	0	65.75	3
4	19	2005	20	3.3	310	2.792	59.85	2
4	20	2005	16.1	-2.2	283	0.254	80	-1
4	21	2005	21.1	1.7	274	2.031	65.45	1
4	22	2005	22.8	2.2	239	6.345	66.8	1
4	23	2005	17.2	7.8	222	4.315	75.4	2
4	24	2005	16.1	3.3	151	0	78.5	1
4	25	2005	15.6	1.7	285	1.269	80	-1
4	26	2005	20	0	291	0.254	71.5	-1
4	27	2005	15.6	3.9	170	1.269	79.5	-1
4	28	2005	15.6	3.9	254	2.792	80	2
4	29	2005	15.6	-0.6	308	0	79.75	2
4	30	2005	15.6	3.3	210	0.508	79.5	2
5	1	2005	18.9	3.9	309	0	78.2	2
5	2	2005	17.2	2.8	313	0	79.75	2
5	3	2005	16.7	1.7	271	0.508	83.05	2
5	4	2005	8.9	2.8	66	20.3	93.2	1
5	5	2005	11.1	1.1	238	1.015	82.9	2
5	6	2005	13.9	2.8	279	0	80.5	-1
5	7	2005	16.1	1.1	255	0	78.45	2
5	8	2005	10.6	3.9	53	29.69	91.55	2
5	9	2005	12.8	1.7	256	3.3	78.4	2
5	10	2005	16.1	-1.1	333	0	72.95	2
5	11	2005	19.4	2.8	334	0	73.65	2
5	12	2005	21.7	2.2	314	0	77.8	1
5	13	2005	20.6	1.1	313	0.508	81	-1
5	14	2005	20	6.1	302	0.508	84.2	2
5	15	2005	16.7	7.8	155	0	87.55	2
5	16	2005	16.1	7.2	306	0	70.85	4
5	17	2005	15	5.6	125	0.761	78.2	1
5	18	2005	12.8	5.6	35	14.97	91.05	2
5	19	2005	13.9	2.8	221	0	81.85	1
5	20	2005	16.7	0.6	333	0	79.25	2
5	21	2005	21.7	3.9	341	0	72.65	2
5	22	2005	21.7	7.2	341	0	73.15	2
5	23	2005	23.3	9.4	327	2.284	70.05	2
5	24	2005	25.6	4.4	344	0	65	1
5	25	2005	26.1	6.7	344	0	69.05	2
5	26	2005	18.9	5	262	0.761	83.25	2
5	27	2005	13.3	4.4	272	0	85.15	2
5	28	2005	16.1	6.7	316	0	75	3
5	29	2005	18.3	4.4	323	2.538	77.8	2
5	30	2005	22.2	1.7	336	1.015	76.15	1
5	31	2005	24.4	3.3	313	0.254	76.55	2
6	1	2005	23.3	8.9	352	1.269	65.4	2
6	2	2005	22.8	8.3	349	0.254	67.75	2
6	3	2005	22.2	8.3	345	3.553	71.15	2
6	4	2005	22.2	4.4	343	0.254	71.9	2
6	5	2005	18.9	7.2	352	1.269	65.25	4
6	6	2005	25.6	10	301	0	65.7	4
6	7	2005	17.8	3.3	341	0	69.45	3
6	8	2005	11.7	6.1	45	0	91.7	1
6	9	2005	14.4	5	254	0	83.35	2
6	10	2005	18.9	3.3	323	0	78.15	2
6	11	2005	21.1	3.9	349	0	75.25	2
6	12	2005	24.4	5	347	0	68.5	2
6	13	2005	27.8	8.9	348	0	67.05	2
6	14	2005	22.8	8.9	323	0	70.6	3
6	15	2005	24.4	2.8	332	0	66.2	2
6	16	2005	15	7.8	86	9.391	80.7	2
6	17	2005	16.7	6.1	192	0	75.75	2
6	18	2005	19.4	6.7	293	0	74.3	2
6	19	2005	18.9	5	330	0	75.35	2
6	20	2005	17.2	4.4	331	0	73.75	2
6	21	2005	18.9	3.9	346	0	76.15	3
6	22	2005	23.3	3.3	355	0	71.75	2
6	23	2005	22.2	3.3	321	0	77.55	2
6	24	2005	22.8	9.4	297	0	73.65	1
6	25	2005	20.6	10	214	0	78.4	2
6	26	2005	18.9	8.9	246	0	80.65	2
6	27	2005	18.3	7.2	250	0	82.3	2
6	28	2005	21.1	5.6	291	0	80.75	2
6	29	2005	25	3.9	332	0	75.1	2
6	30	2005	24.4	5.6	329	0	77.1	2
7	1	2005	22.8	5	318	0	77.75	2
7	2	2005	23.3	3.9	317	0	74.2	2
7	3	2005	23.9	1.7	346	0	73.5	1
7	4	2005	26.1	3.9	338	0	71.15	1
7	5	2005	23.3	3.3	328	0	74.85	1
7	6	2005	25	4.4	333	0	75.3	2
7	7	2005	20.6	5.6	334	0	74.65	2
7	8	2005	21.1	7.2	319	0	74.7	2
7	9	2005	16.1	6.7	256	0	83.05	3
7	10	2005	20.6	5	321	0	79.5	2
7	11	2005	27.2	6.1	335	0	69.45	2
7	12	2005	30.6	8.9	336	0	67.1	1
7	13	2005	30	6.1	334	0	70.45	1
7	14	2005	25.6	7.2	322	0	73.5	2
7	15	2005	27.2	7.8	358	0	67.8	2
7	16	2005	28.3	5.6	322	0	70.5	2
7	17	2005	27.8	5.6	324	0	70.4	2
7	18	2005	21.7	7.2	289	0	77.5	2
7	19	2005	20.6	6.1	256	0	77.85	2
7	20	2005	21.7	5.6	302	0	73.45	2
7	21	2005	19.4	6.7	257	0	77.75	2
7	22	2005	22.8	8.9	330	0	74.1	2
7	23	2005	32.2	3.9	337	0	63.25	1
7	24	2005	28.9	8.9	334	0	69	1
7	25	2005	26.1	6.1	333	0	67.15	2
7	26	2005	25.6	5.6	322	0	70.65	2
7	27	2005	23.9	5.6	306	0	71.95	2
7	28	2005	21.1	5	275	0	72.95	2
7	29	2005	23.3	7.2	281	0	71.45	2
7	30	2005	23.9	5.6	291	0	71.3	2
7	31	2005	22.8	5	296	0	71.9	2
8	1	2005	26.7	5	308	0	68	2
8	2	2005	23.9	3.9	311	0	70.1	2
8	3	2005	24.4	4.4	297	0	72.35	2
8	4	2005	22.8	5	289	0	71.35	2
8	5	2005	24.4	3.9	306	0	71.9	2
8	6	2005	24.4	4.4	305	0	70.15	2
8	7	2005	20	3.9	296	0	72.7	2
8	8	2005	18.3	2.8	229	0	77.85	2
