PointSanPedro		MARIN						
122.55	38.11666667							
MO	DA	YEAR	TMAX	TMIN	SOL	PRCP	RH	WIND
3	14	2001	21.7	4.4	158	0	71.85	1
3	15	2001	18.9	3.9	122	0	72.3	1
3	16	2001	18.3	6.1	161	0	73.65	1
3	17	2001	24.4	5.6	184	0	75.45	1
3	18	2001	26.1	5.6	181	0	75.15	1
3	19	2001	24.4	7.2	148	0	77.55	1
3	20	2001	25.6	10	168	0	71.8	1
3	21	2001	18.9	7.8	148	0	87.8	1
3	22	2001	18.9	8.9	157	0	79.9	1
3	23	2001	19.4	7.8	135	0	80.15	1
3	24	2001	17.8	7.8	83	1.015	87.4	1
3	25	2001	18.3	8.3	186	0	71.1	1
3	26	2001	19.4	7.2	218	0	70.45	1
3	27	2001	22.2	5.6	207	0	68.5	1
3	28	2001	22.2	11.1	232	0	75.55	2
3	29	2001	21.7	7.8	241	0	77	1
3	30	2001	27.2	6.7	241	0	66.15	1
3	31	2001	26.1	7.8	250	0	69.35	1
4	1	2001	17.2	5	245	0	79	2
4	2	2001	14.4	3.3	216	0	60.65	2
4	3	2001	14.4	0	264	0	64.8	1
4	4	2001	16.1	1.1	234	0	64.6	1
4	5	2001	17.8	1.7	264	0	74.3	2
4	6	2001	13.3	6.7	92	5.33	85.15	1
4	7	2001	14.4	5.6	231	0	73.45	2
4	8	2001	13.9	1.7	189	2.031	76.15	1
4	9	2001	17.8	3.9	261	0	68.7	1
4	10	2001	17.8	7.2	270	0	60.75	2
4	11	2001	15	5.6	216	0	73	2
4	12	2001	18.3	2.2	247	0	69.3	1
4	13	2001	14.4	4.4	236	0	72.5	2
4	14	2001	17.8	2.8	250	0	76.75	1
4	15	2001	18.3	1.1	270	0	74.4	1
4	16	2001	18.3	2.8	256	0	76.85	1
4	17	2001	22.2	8.3	224	0	74.4	1
4	18	2001	19.4	5.6	166	0.508	76.15	1
4	19	2001	15	5.6	220	0	75.7	1
4	20	2001	12.8	3.3	89	5.584	84.7	1
4	21	2001	18.9	2.8	286	0	77.7	1
4	22	2001	18.9	5	249	0	81.05	1
4	23	2001	24.4	5	287	0	69.4	1
4	24	2001	29.4	6.7	293	0	67.7	1
4	25	2001	29.4	7.8	291	0	71.55	1
4	26	2001	20.6	6.1	279	0	79.8	1
4	27	2001	18.3	6.1	274	0	84.8	2
4	28	2001	18.3	10	246	0	70.6	2
4	29	2001	21.1	5.6	294	0	67.25	1
4	30	2001	24.4	7.2	295	0	78.3	2
5	1	2001	22.8	8.3	306	0	70.1	2
5	2	2001	25	7.8	319	0	43.55	2
5	3	2001	28.3	9.4	323	0	40.15	1
5	4	2001	28.9	6.1	308	0	56.5	1
5	5	2001	28.3	6.1	305	0	63.4	1
5	6	2001	31.7	6.1	310	0	56.25	1
5	7	2001	34.4	8.3	315	0	60.4	1
5	8	2001	34.4	9.4	316	0	61.4	1
5	9	2001	27.2	7.8	314	0	68.15	1
5	10	2001	32.2	7.8	307	0	63.75	1
5	11	2001	27.8	8.3	299	0	72.2	1
5	12	2001	18.9	10.6	242	0	79.4	1
5	13	2001	17.8	8.9	265	0	78.15	2
5	14	2001	21.7	7.8	278	0	72	1
5	15	2001	22.8	11.1	241	0	82.45	1
5	16	2001	24.4	9.4	309	0	72.05	1
5	17	2001	26.1	7.2	312	0	71.7	1
5	18	2001	28.3	8.3	311	0	65.4	1
5	19	2001	31.1	8.9	313	0	71.05	1
5	20	2001	33.9	10.6	313	0	62.9	1
5	21	2001	32.8	10	320	0	64.35	1
5	22	2001	28.9	10.6	317	0	69.3	1
5	23	2001	28.9	8.9	324	0	68.65	1
5	24	2001	28.9	8.3	321	0	64.65	1
5	25	2001	24.4	7.8	249	0	73.55	1
5	26	2001	17.2	10	290	0	85.95	2
5	27	2001	16.7	10	243	0	80.75	2
5	28	2001	20.6	8.9	310	0	73.75	2
5	29	2001	29.4	7.2	318	0	64.85	1
5	30	2001	37.2	17.2	358	0	55.25	1
5	31	2001	37.2	13.3	347	0	55.8	1
6	1	2001	22.8	11.7	296	0	75.05	2
6	2	2001	21.1	7.8	355	0	72.05	2
6	3	2001	23.3	8.3	362	0	57.35	1
6	4	2001	25.6	7.2	353	0	64.85	2
6	5	2001	26.1	9.4	354	0	63.65	2
6	6	2001	28.9	8.3	349	0	62.4	1
6	7	2001	31.1	8.3	340	0	56.15	2
6	8	2001	25.6	10	357	0	69.1	1
6	9	2001	23.3	8.9	363	0	74.55	1
6	10	2001	22.2	7.8	355	0	72.8	2
6	11	2001	22.2	12.2	284	0	71.7	2
6	12	2001	25	10.6	362	0	67.45	2
6	13	2001	31.1	11.1	368	0.254	43.15	1
6	14	2001	33.3	9.4	359	0	54.2	1
6	15	2001	30.6	9.4	362	0	63	1
6	16	2001	33.9	9.4	358	0	61.5	1
6	17	2001	30	8.9	333	0	61.1	1
6	18	2001	33.3	10	362	0	51.05	1
6	19	2001	33.3	11.1	361	0	52.2	1
6	20	2001	36.7	12.2	359	0	57.65	1
6	21	2001	36.1	11.7	355	0	58.6	1
6	22	2001	29.4	11.7	362	0	64.55	1
6	23	2001	23.3	7.8	334	0	70.1	2
6	24	2001	22.2	7.2	315	0	72.05	2
6	25	2001	21.1	11.1	148	0.254	69.65	1
6	26	2001	22.2	10	217	0	72.65	1
6	27	2001	19.4	15	112	0.254	86.4	2
6	28	2001	23.3	11.7	330	0	78.3	1
6	29	2001	30	10	354	0	67.95	1
6	30	2001	29.4	11.7	361	0	64.35	1
7	1	2001	31.1	8.9	368	0	62.2	1
7	2	2001	30.6	9.4	345	0	58.15	1
7	3	2001	37.8	14.4	334	0	55.85	1
7	4	2001	31.1	13.9	264	0	65.05	1
7	5	2001	31.7	10	350	0	70	1
7	6	2001	27.2	8.9	355	0	70.5	1
7	7	2001	30	9.4	333	0	66.65	1
7	8	2001	30	11.1	348	0	64.05	1
7	9	2001	23.3	12.2	335	0	73.7	2
7	10	2001	23.3	10.6	337	0	71.45	2
7	11	2001	20	9.4	316	0	80.25	2
7	12	2001	24.4	12.8	277	0	75.2	1
7	13	2001	27.2	11.1	317	0	72.35	1
7	14	2001	21.1	10.6	352	0	78.3	2
7	15	2001	22.2	10	318	0	77.5	2
7	16	2001	18.3	9.4	322	0	83.35	2
7	17	2001	25.6	9.4	345	0	73.8	1
7	18	2001	27.2	8.9	346	0	72.35	1
7	19	2001	20.6	11.7	339	0	80.2	2
7	20	2001	21.1	12.2	329	0	76.8	2
7	21	2001	22.2	11.7	340	0	73.75	2
7	22	2001	30	8.9	345	0	67.5	1
7	23	2001	28.9	10.6	321	0	71.85	1
7	24	2001	27.2	11.7	324	0	73.8	1
7	25	2001	27.8	12.2	323	0	73.15	2
7	26	2001	27.2	12.2	302	0	74	1
7	27	2001	25.6	10.6	308	0	75.15	1
7	28	2001	28.9	9.4	332	0	69.85	1
7	29	2001	23.9	10.6	341	0	75.35	2
7	30	2001	21.1	12.8	336	0	78.55	2
7	31	2001	28.9	11.1	308	0	72.9	1
8	1	2001	26.1	8.9	334	0	75.05	1
8	2	2001	26.7	11.1	325	0	69.85	1
8	3	2001	22.8	11.1	327	0	81	2
8	4	2001	24.4	15	311	0	74.75	2
8	5	2001	25.6	11.1	334	0	75.6	1
8	6	2001	30.6	10.6	336	0	68.25	1
8	7	2001	33.3	11.1	299	0	64.5	1
8	8	2001	31.1	12.2	314	0	69.5	1
8	9	2001	26.1	12.8	307	0	74.05	1
8	10	2001	24.4	13.9	308	0	68.1	2
8	11	2001	23.9	10.6	327	0	74.85	2
8	12	2001	22.2	12.8	282	0	74.35	2
8	13	2001	22.8	11.1	316	0	74.8	2
8	14	2001	28.3	9.4	286	0	73.45	1
8	15	2001	27.8	8.9	279	0	72.8	1
8	16	2001	32.2	8.9	307	0	66.2	1
8	17	2001	32.2	10	304	0	65.4	1
8	18	2001	29.4	8.9	322	0	67.5	1
8	19	2001	25.6	8.9	315	0	72.65	1
8	20	2001	20.6	8.9	287	0	81.65	2
8	21	2001	23.9	8.3	310	0	76.3	2
8	22	2001	23.3	15	268	0	74.4	2
8	23	2001	25.6	14.4	270	0	77.4	1
8	24	2001	27.8	12.8	296	0	69.15	1
8	25	2001	30	9.4	310	0	66.4	1
8	26	2001	30	8.9	307	0	67.4	1
8	27	2001	33.9	10	306	0	61.7	1
8	28	2001	32.2	10.6	302	0	61.35	1
8	29	2001	26.7	11.1	293	0	72.15	2
8	30	2001	22.2	11.1	229	0	78.65	2
8	31	2001	26.1	10.6	273	0	75.6	1
9	1	2001	30.6	11.7	258	0	71.3	1
9	2	2001	29.4	10	290	0	68.55	1
9	3	2001	31.7	9.4	284	0	55.75	1
9	4	2001	26.7	8.9	283	0	71.95	1
9	5	2001	25.6	8.9	279	0	66.3	1
9	6	2001	30.6	7.2	274	0	58.45	1
9	7	2001	31.7	8.3	270	0	60	1
9	8	2001	25.6	7.8	221	0	73.05	1
9	9	2001	21.7	10	190	0	78.5	1
9	10	2001	25.6	9.4	199	0	72.45	1
9	11	2001	24.4	10	226	0	71.65	1
9	12	2001	17.2	11.7	167	0	87.3	2
9	13	2001	26.1	10.6	180	0	77.1	1
9	14	2001	29.4	10.6	192	0	70.8	1
9	15	2001	23.3	10	193	0	80.05	1
9	16	2001	17.8	11.1	188	0	86.75	2
9	17	2001	25	10.6	170	0	76.1	1
9	18	2001	22.2	9.4	171	0	81.2	1
9	19	2001	24.4	9.4	169	0	78.5	1
9	20	2001	25.6	9.4	179	0	75.8	1
9	21	2001	25	10	166	0	75.15	1
9	22	2001	25.6	8.9	133	0	76.65	1
9	23	2001	23.9	8.3	154	0	78.4	1
9	24	2001	22.2	12.2	109	6.091	76.65	1
9	25	2001	24.4	12.2	144	0	76.8	1
9	26	2001	26.7	9.4	146	0	72.9	1
9	27	2001	21.1	11.7	136	0	72.65	2
9	28	2001	24.4	8.9	139	0	62.5	1
9	29	2001	30	7.8	134	0	60.65	1
9	30	2001	33.3	8.3	122	0	62.9	1
10	1	2001	34.4	11.1	219	0	62.8	1
10	2	2001	29.4	11.1	205	0	71.4	1
10	3	2001	27.2	10	206	0	75	1
10	4	2001	17.8	10.6	55	0	87.5	1
10	5	2001	18.9	11.1	167	0	78.55	2
10	6	2001	20	7.2	189	0	81.55	1
10	7	2001	22.2	8.3	120	0	80.6	1
10	8	2001	23.3	7.8	183	0	71.55	1
10	9	2001	26.7	6.1	210	0	61.3	1
10	10	2001	27.2	5	204	0	60.4	1
10	11	2001	26.7	10	167	0	68.2	1
10	12	2001	34.4	10	204	0	48.05	1
10	13	2001	31.7	7.8	205	0	57.95	1
10	14	2001	32.8	7.2	186	0	52.6	1
10	15	2001	28.3	8.9	175	0	59.85	1
10	16	2001	19.4	9.4	107	0	83.7	1
10	17	2001	20.6	8.3	156	0	79.7	1
10	18	2001	28.3	6.1	186	0	67.75	1
10	19	2001	26.7	5.6	128	0	66.95	1
10	20	2001	21.7	7.2	146	0	77.55	1
10	21	2001	15	8.3	93	0	88.6	1
10	22	2001	22.8	8.9	162	0	74.4	1
10	23	2001	22.8	8.9	179	0	71.05	1
10	24	2001	25.6	5	172	0	56	1
10	25	2001	26.7	5	243	0	54.1	1
10	26	2001	22.8	7.8	110	0	68.25	1
10	27	2001	17.8	10.6	65	0	82.95	1
10	28	2001	18.9	10	81	0	79.35	1
10	29	2001	18.3	13.3	57	0.254	81.8	1
10	30	2001	18.3	12.2	79	13.7	89.35	1
10	31	2001	19.4	9.4	138	0	83.9	1
11	1	2001	20.6	7.8	134	0.508	79.2	1
11	2	2001	22.8	7.2	145	0	76.15	1
11	3	2001	26.7	5.6	151	0	71.05	1
11	4	2001	26.7	7.2	155	0	67.6	1
11	5	2001	23.3	4.4	135	0	73.7	1
11	6	2001	18.3	5.6	131	0	77.8	1
11	7	2001	20.6	1.7	155	0	67.25	1
11	8	2001	22.8	2.2	147	0	68.4	1
11	9	2001	22.8	6.1	139	0	71.75	1
11	10	2001	18.3	6.7	65	10.4	84.25	1
11	11	2001	17.2	13.9	51	8.376	94.05	1
11	12	2001	16.7	8.9	30	4.569	94.2	1
11	13	2001	15	7.8	52	3.3	92.25	1
11	14	2001	18.3	10.6	56	2.792	92.7	1
11	15	2001	18.9	11.7	106	2.538	85.65	1
11	16	2001	17.2	11.7	35	3.807	93.4	1
11	17	2001	19.4	6.1	139	5.584	78.4	1
11	18	2001	17.2	5	84	7.36	83.95	1
11	19	2001	16.7	9.4	63	6.853	89.3	1
11	20	2001	19.4	12.2	68	5.838	87.85	1
11	21	2001	16.7	14.4	21	5.076	96.45	1
11	22	2001	17.2	10	129	4.569	78.7	2
11	23	2001	13.9	7.2	58	3.3	79.9	1
11	24	2001	16.1	6.1	130	4.061	84.05	2
11	25	2001	12.8	3.3	69	2.031	84.25	0
11	26	2001	15	2.2	103	1.523	78.6	1
11	27	2001	15	-0.6	130	1.777	68.35	1
11	28	2001	12.8	6.7	28	1.523	79.7	2
11	29	2001	14.4	6.1	138	2.538	84.7	1
11	30	2001	13.3	1.1	99	2.031	83	1
12	1	2001	12.8	8.9	12	3.553	97.5	2
12	2	2001	15.6	6.7	58	4.569	80.1	2
12	3	2001	12.8	4.4	91	3.553	80	2
12	4	2001	15.6	2.2	74	2.284	79.3	1
12	5	2001	13.3	4.4	24	3.553	97.85	1
12	6	2001	16.1	8.9	65	3.3	95.85	1
12	7	2001	16.7	5	62	2.792	79.8	1
12	8	2001	12.8	4.4	66	2.031	90.7	1
12	9	2001	16.7	5	68	2.031	70.5	2
12	10	2001	16.1	3.9	78	1.777	61.2	2
12	11	2001	15	7.2	54	1.777	68	2
12	12	2001	12.8	2.8	49	1.269	81.95	1
12	13	2001	11.7	1.7	40	1.015	90.7	1
12	14	2001	12.2	3.9	108	1.523	70.3	4
12	15	2001	13.3	1.7	90	1.015	70.25	2
12	16	2001	11.1	5.6	43	1.015	81.65	2
12	17	2001	15	4.4	84	1.269	80.9	2
12	18	2001	12.8	0.6	76	0.761	82.7	1
12	19	2001	12.2	6.7	76	0.761	87.55	2
12	20	2001	10	7.2	27	0.508	89.7	4
12	21	2001	11.7	2.2	108	0.761	85.25	2
12	22	2001	11.7	8.3	37	1.015	90.1	2
12	23	2001	15	2.8	125	0.508	80.95	1
12	24	2001	12.2	1.1	96	0.508	84.7	3
12	25	2001	11.7	6.7	43	0.254	83.8	2
12	26	2001	9.4	8.9	22	0.254	92.4	4
12	27	2001	11.7	11.1	29	0.254	73.65	2
12	28	2001	10	10	9	0	89.1	4
12	29	2001	12.2	11.7	42	0.254	92.6	2
12	30	2001	12.8	12.2	16	0	96.5	-1
12	31	2001	14.4	10.6	36	0.254	96.6	-1
1	1	2002	15.6	11.7	16	2.031	-1	-1
1	2	2002	14.4	10	15	23.85	-1	-1
1	3	2002	17.2	6.7	87	0	-1	-1
1	4	2002	17.2	5	86	0	-1	-1
1	5	2002	14.4	6.7	31	0	-1	-1
1	6	2002	18.3	8.9	50	0.508	-1	-1
1	7	2002	15.6	7.2	55	0	-1	-1
1	8	2002	23.3	8.9	71	0	-1	-1
1	9	2002	17.2	7.2	80	0	-1	-1
1	10	2002	19.4	5.6	83	0	-1	-1
1	11	2002	17.8	5.6	92	0	-1	-1
1	12	2002	16.1	6.1	89	0	-1	-1
1	13	2002	16.7	3.9	100	0	-1	-1
1	14	2002	13.9	3.3	99	0	-1	-1
1	15	2002	14.4	-1.1	112	0	-1	-1
1	16	2002	15.6	-2.8	139	0	-1	-1
1	17	2002	13.9	-1.7	133	0	-1	-1
1	18	2002	13.9	-3.9	137	0	-1	-1
1	19	2002	13.9	-2.8	129	0	-1	-1
1	20	2002	14.4	-0.6	129	0	-1	-1
1	21	2002	12.2	-0.6	69	2.284	-1	-1
1	22	2002	10	-1.1	122	0	-1	-1
1	23	2002	13.9	-3.3	144	0	-1	-1
1	24	2002	15	-4.4	138	0	-1	-1
1	25	2002	11.7	-1.1	85	0	-1	-1
1	26	2002	11.1	1.7	68	11.42	-1	-1
1	27	2002	10	0	140	0	-1	-1
1	28	2002	8.3	-3.3	112	8.122	-1	-1
1	29	2002	10	-3.9	140	0.254	-1	-1
1	30	2002	12.2	-4.4	155	0	-1	-1
1	31	2002	11.7	-5	145	0	-1	-1
2	1	2002	12.8	-0.6	136	0	-1	-1
2	2	2002	12.8	0.6	115	0	-1	-1
2	3	2002	14.4	-0.6	154	0	-1	-1
2	4	2002	16.7	-0.6	152	0.254	-1	-1
2	5	2002	15	-0.6	122	0	-1	-1
2	6	2002	13.3	5	91	0	-1	-1
2	7	2002	13.9	2.8	43	6.345	-1	-1
2	8	2002	15.6	-0.6	170	0	-1	-1
2	9	2002	18.3	-2.2	174	0	-1	-1
2	10	2002	18.3	1.1	169	0	-1	-1
2	11	2002	18.3	0	157	0	-1	-1
2	12	2002	18.3	0.6	166	0	-1	-1
2	13	2002	12.8	3.9	61	0.254	-1	-1
2	14	2002	16.1	5	240	0	-1	-1
2	15	2002	13.9	6.1	103	0	-1	-1
2	16	2002	13.9	3.3	91	10.15	-1	-1
2	17	2002	12.2	3.9	157	3.3	-1	-1
2	18	2002	12.2	1.1	85	0.254	-1	-1
2	19	2002	12.8	8.3	37	24.36	-1	-1
2	20	2002	19.4	11.7	96	1.015	-1	-1
2	21	2002	22.8	10.6	142	0	-1	-1
2	22	2002	23.3	10.6	130	0.761	-1	-1
2	23	2002	14.4	6.7	84	1.269	-1	-1
2	24	2002	19.4	4.4	153	0	-1	-1
2	25	2002	23.9	6.7	158	0	-1	-1
2	26	2002	23.3	8.3	139	0	-1	-1
2	27	2002	25.6	7.8	154	0	-1	-1
2	28	2002	25	6.1	158	0	-1	-1
3	1	2002	20.6	6.7	167	0	-1	-1
3	2	2002	20.6	5	170	0	-1	-1
3	3	2002	22.8	3.3	165	0	-1	-1
3	4	2002	16.7	7.8	111	0	-1	-1
3	5	2002	16.1	7.2	114	0.761	-1	-1
3	6	2002	16.1	10.6	90	32.48	-1	-1
3	7	2002	13.3	5.6	92	5.076	-1	-1
3	8	2002	15.6	0.6	177	0	-1	-1
3	9	2002	14.4	2.8	122	3.807	-1	-1
3	10	2002	17.8	8.3	152	12.69	-1	-1
3	11	2002	18.3	7.2	154	0	-1	-1
3	12	2002	16.1	7.8	84	0	-1	-1
3	13	2002	14.4	3.9	185	0	-1	-1
3	14	2002	16.1	1.7	201	0	-1	-1
3	15	2002	12.2	-1.1	231	0.254	-1	-1
3	16	2002	12.2	0.6	238	0	-1	-1
3	17	2002	11.7	1.7	137	6.345	-1	-1
3	18	2002	15	0.6	255	0	-1	-1
3	19	2002	18.9	-2.2	246	0	-1	-1
3	20	2002	18.9	0.6	191	0	-1	-1
3	21	2002	18.3	3.3	198	0	-1	-1
3	22	2002	13.9	8.3	78	5.584	-1	-1
3	23	2002	15	6.7	178	2.538	-1	-1
3	24	2002	15	2.2	254	0	-1	-1
3	25	2002	13.9	0	187	0	-1	-1
3	26	2002	19.4	1.1	260	0	-1	-1
3	27	2002	21.7	0	264	0	-1	-1
3	28	2002	20.6	2.2	266	0	-1	-1
3	29	2002	17.2	6.7	224	0	-1	-1
3	30	2002	20	7.2	224	0	-1	-1
3	31	2002	22.2	5.6	248	0	-1	-1
4	1	2002	18.9	4.4	243	0.254	-1	-1
4	2	2002	16.7	8.9	148	0	-1	-1
4	3	2002	13.9	10	69	0	-1	-1
4	4	2002	13.3	10	62	0	-1	-1
4	5	2002	15.6	8.9	139	0	-1	-1
4	6	2002	18.9	5.6	168	0	-1	-1
4	7	2002	19.4	2.8	219	0	-1	-1
4	8	2002	16.7	8.9	144	0	-1	-1
4	9	2002	13.9	9.4	66	1.523	-1	-1
4	10	2002	18.3	7.2	257	0	-1	-1
4	11	2002	17.8	8.9	218	0	-1	-1
4	12	2002	23.9	8.3	267	0	-1	-1
4	13	2002	26.1	7.8	287	0.254	-1	-1
4	14	2002	22.2	6.7	283	0	-1	-1
4	15	2002	15.6	3.3	258	0	-1	-1
4	16	2002	12.2	0.6	148	8.376	-1	-1
4	17	2002	12.8	0.6	276	0	-1	-1
4	18	2002	15	0	308	0	-1	-1
4	19	2002	20.6	5.6	311	0	-1	-1
4	20	2002	18.9	1.7	295	0	-1	-1
4	21	2002	21.1	2.8	307	0	-1	-1
4	22	2002	25	1.1	311	0	-1	-1
4	23	2002	27.8	2.2	308	0	-1	-1
4	24	2002	18.9	8.3	255	0	-1	-1
4	25	2002	17.2	7.2	265	0	-1	-1
4	26	2002	17.2	7.2	271	0	-1	-1
4	27	2002	13.3	2.8	325	0	-1	-1
4	28	2002	14.4	-0.6	259	0	-1	-1
4	29	2002	14.4	5.6	277	5.584	-1	-1
4	30	2002	13.3	5	174	0.508	-1	-1
5	1	2002	17.8	8.3	208	0.254	-1	-1
5	2	2002	14.4	3.3	215	0.254	-1	-1
5	3	2002	15.6	3.3	222	0	-1	-1
5	4	2002	18.9	2.8	279	0	-1	-1
5	5	2002	22.8	4.4	309	0	-1	-1
5	6	2002	16.7	3.3	329	0	-1	-1
5	7	2002	20	3.9	333	0	-1	-1
5	8	2002	21.7	1.1	335	0.508	-1	-1
5	9	2002	17.8	1.7	334	0	-1	-1
5	10	2002	17.8	4.4	337	0	-1	-1
5	11	2002	23.3	3.3	339	0.254	-1	-1
5	12	2002	22.8	5.6	309	0	-1	-1
5	13	2002	17.2	5.6	330	0	-1	-1
5	14	2002	21.7	4.4	336	0.254	-1	-1
5	15	2002	21.1	8.3	295	0	-1	-1
5	16	2002	20.6	5.6	338	0	-1	-1
5	17	2002	20.6	3.9	334	0	-1	-1
5	18	2002	15	6.7	315	0	-1	-1
5	19	2002	15.6	8.9	86	9.391	-1	-1
5	20	2002	15.6	5	186	12.43	-1	-1
5	21	2002	16.7	6.1	250	0.508	-1	-1
5	22	2002	17.8	2.2	342	0	-1	-1
5	23	2002	22.8	2.8	344	0	-1	-1
5	24	2002	27.8	3.9	342	0	-1	-1
5	25	2002	21.7	7.8	322	0.254	-1	-1
5	26	2002	16.7	9.4	269	0	-1	-1
5	27	2002	19.4	9.4	249	0	-1	-1
5	28	2002	20	11.7	255	0	-1	-1
5	29	2002	27.2	12.8	320	0	-1	-1
5	30	2002	25.6	10.6	337	0	-1	-1
5	31	2002	21.7	7.8	338	0.254	-1	-1
6	1	2002	18.9	7.2	330	0	-1	-1
6	2	2002	21.7	4.4	337	0.508	-1	-1
6	3	2002	23.9	5.6	332	0	-1	-1
6	4	2002	27.8	11.7	341	0	-1	-1
6	5	2002	31.7	10.6	346	0.254	-1	-1
6	6	2002	26.1	10	353	0	-1	-1
6	7	2002	23.9	8.3	348	0	-1	-1
6	8	2002	26.1	8.3	352	0	-1	-1
6	9	2002	26.7	9.4	358	0.254	-1	-1
6	10	2002	30.6	10.6	343	0	-1	-1
6	11	2002	27.8	8.3	348	0.254	-1	-1
6	12	2002	21.1	10	306	0	-1	-1
6	13	2002	15	8.9	263	0.254	-1	-1
6	14	2002	19.4	7.2	333	0	-1	-1
6	15	2002	21.7	3.3	355	0.508	-1	-1
6	16	2002	21.7	3.9	349	0	-1	-1
6	17	2002	24.4	7.8	340	0	-1	-1
6	18	2002	23.3	11.1	339	0	-1	-1
6	19	2002	25.6	8.3	345	0.508	-1	-1
6	20	2002	21.7	6.1	342	0.508	-1	-1
6	21	2002	21.1	9.4	331	0	-1	-1
6	22	2002	21.1	8.3	294	0.508	-1	-1
6	23	2002	22.2	6.1	343	0.508	-1	-1
6	24	2002	25.6	10	318	0.254	-1	-1
6	25	2002	26.1	8.3	324	0.254	-1	-1
6	26	2002	19.4	11.1	262	0	-1	-1
6	27	2002	24.4	10	320	0	-1	-1
6	28	2002	23.9	10.6	312	0	-1	-1
6	29	2002	25	9.4	337	0	-1	-1
6	30	2002	30	11.7	347	0.254	-1	-1
7	1	2002	32.2	9.4	343	0.508	-1	-1
7	2	2002	25.6	10.6	322	0.254	-1	-1
7	3	2002	25	10	308	0	-1	-1
7	4	2002	25	7.8	339	0	-1	-1
7	5	2002	23.9	6.7	332	0.508	-1	-1
7	6	2002	25.6	8.3	334	0	-1	-1
7	7	2002	21.1	8.9	335	0	-1	-1
7	8	2002	30	7.2	346	0.508	-1	-1
7	9	2002	35.6	8.3	349	0	-1	-1
7	10	2002	36.1	9.4	347	0.508	-1	-1
7	11	2002	30	10	325	0	-1	-1
7	12	2002	30	12.2	294	0	-1	-1
7	13	2002	25.6	10.6	311	0.254	-1	-1
7	14	2002	26.1	8.9	321	0.761	-1	-1
7	15	2002	22.2	8.9	194	0	-1	-1
7	16	2002	20.6	8.3	278	0.508	-1	-1
7	17	2002	23.9	8.9	301	0.254	-1	-1
7	18	2002	26.1	8.9	296	0.508	-1	-1
7	19	2002	26.7	10.6	324	0.508	-1	-1
7	20	2002	28.9	9.4	330	0	-1	-1
7	21	2002	21.1	12.2	261	0	-1	-1
7	22	2002	21.7	11.1	260	0	-1	-1
7	23	2002	22.8	10	302	0	-1	-1
7	24	2002	22.8	8.3	331	0	-1	-1
7	25	2002	23.3	8.9	305	0	-1	-1
7	26	2002	26.7	11.1	296	0.508	-1	-1
7	27	2002	26.1	9.4	303	0	-1	-1
7	28	2002	23.3	13.9	274	0	-1	-1
7	29	2002	21.7	12.8	274	0	-1	-1
7	30	2002	24.4	12.2	264	0	-1	-1
7	31	2002	25.6	12.2	280	0	-1	-1
8	1	2002	22.8	13.3	246	0	-1	-1
8	2	2002	21.1	12.2	231	0	-1	-1
8	3	2002	19.4	12.2	130	0	-1	-1
8	4	2002	22.8	10.6	252	0.508	-1	-1
8	5	2002	26.1	7.8	311	0.254	-1	-1
8	6	2002	24.4	7.2	307	0.254	-1	-1
8	7	2002	28.9	6.7	307	0	-1	-1
8	8	2002	34.4	6.7	308	0.254	-1	-1
8	9	2002	36.1	8.9	288	0.254	-1	-1
8	10	2002	34.4	9.4	308	0	-1	-1
8	11	2002	26.1	10.6	298	0	-1	-1
8	12	2002	26.7	11.1	313	0	-1	-1
8	13	2002	25	11.1	257	0	-1	-1
8	14	2002	22.2	12.8	247	0	-1	-1
8	15	2002	22.8	11.7	335	0	-1	-1
8	16	2002	22.8	11.1	229	0	-1	-1
8	17	2002	19.4	10.6	229	0	-1	-1
8	18	2002	20	10.6	239	0	-1	-1
8	19	2002	16.1	11.1	205	0	-1	-1
8	20	2002	24.4	10	277	0	-1	-1
8	21	2002	23.3	7.2	285	0	-1	-1
8	22	2002	20	7.2	225	0	-1	-1
8	23	2002	21.7	9.4	202	0	-1	-1
8	24	2002	22.2	10.6	232	0	-1	-1
8	25	2002	27.2	8.9	257	0	-1	-1
8	26	2002	29.4	7.2	276	0	-1	-1
8	27	2002	33.9	9.4	276	0	-1	-1
8	28	2002	26.1	9.4	273	0	-1	-1
8	29	2002	22.2	12.8	231	0	-1	-1
8	30	2002	23.9	11.7	225	0	-1	-1
8	31	2002	27.8	10.6	256	0	-1	-1
9	1	2002	35	8.9	276	0	-1	-1
9	2	2002	34.4	9.4	278	0	-1	-1
9	3	2002	23.3	11.1	256	0	-1	-1
9	4	2002	22.2	10.6	266	0	-1	-1
9	5	2002	21.7	8.9	269	0	-1	-1
9	6	2002	19.4	8.9	260	0	-1	-1
9	7	2002	22.2	7.2	246	0	-1	-1
9	8	2002	26.1	5	263	0	-1	-1
9	9	2002	31.1	5	262	0	-1	-1
9	10	2002	33.9	6.1	259	0	-1	-1
9	11	2002	29.4	8.3	249	0	-1	-1
9	12	2002	22.2	10	218	0	-1	-1
9	13	2002	19.4	8.9	209	0	-1	-1
9	14	2002	23.9	10	208	0	-1	-1
9	15	2002	21.1	11.1	195	0	-1	-1
9	16	2002	23.9	10.6	227	0	-1	-1
9	17	2002	26.1	10.6	241	0	-1	-1
9	18	2002	32.8	10	242	0	-1	-1
9	19	2002	33.3	9.4	235	0	-1	-1
9	20	2002	33.9	7.8	240	0	-1	-1
